,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
393,松江,235,82.2万,8107元,外环外,青春驿站(松江九亭)地图,sh4546386举报假一赔百细则,1室1厅1卫,有(三梯十七户),43.05平,暂无数据,高区/13层,精装,暂无数据,暂无数据,满五,其它,住宅 - 公寓,52290元/平,2007年,住宅 - 公寓,5栋,855户,申大物业管理有限公司、上海申大物业、申大物业,中新集团,38套在售二手房15套在租房源,
394,虹口,180,63万,6210元,内中环,水电路1013弄(虹口凉城)地图,sh4546204举报假一赔百细则,1室0厅1卫,暂无数据,32.8平,暂无数据,高区/6层,中装,南,暂无数据,满五,折现,住宅 - 公寓,61557元/平,1989~1996年,住宅 - 公寓、住宅 - 新里,56栋,1583户,上海广同物业有限公司、上海大同物业管理有限公司,上海大同房地产开发有限公司,23套在售二手房3套在租房源,
395,普陀,225,78.8万,7762元,内环内,江南新村（普陀）(普陀武宁)地图,sh4543585举报假一赔百细则,1室1厅1卫,暂无数据,33.97平,暂无数据,高区/7层,简装,南,2001-09-20,满五,折现,住宅 - 公寓,71355元/平,1984~1996年,住宅 - 公寓,14栋,321户,百永物业,长风房产开发公司,5套在售二手房3套在租房源,
396,长宁,330,115.5万,11384元,内中环,张虹路90弄(长宁古北)地图,sh4542744举报假一赔百细则,2室1厅1卫,暂无数据,51.61平,暂无数据,高区/5层,简装,南,暂无数据,满五,置换,住宅 - 公寓,63941元/平,1982年,住宅 - 公寓,3栋,60户,徐房物业,上海市上投房地产有限公司,1套在售二手房0套在租房源,
397,闸北,565,197.8万,19491元,内中环,大宁路660弄(闸北大宁)地图,sh4536752举报假一赔百细则,2室1厅1卫,有(二梯七户),69.5平,暂无数据,低区/12层,毛坯,南,2000-02-01,满五,置换,住宅 - 公寓,85053元/平,1992~2003年,住宅 - 公寓、住宅 - 写字楼,23栋,665户,大宁物业,大宁房地产开发有限公司,13套在售二手房2套在租房源,
398,杨浦,320,112万,11039元,内中环,隆昌路416弄(杨浦周家嘴路)地图,sh4535712举报假一赔百细则,2室1厅1卫,暂无数据,53.21平,暂无数据,高区/6层,中装,西南,暂无数据,满五,其它,住宅 - 公寓,58799元/平,1986年,住宅 - 公寓,5栋,123户,自主物业,暂无信息,2套在售二手房0套在租房源,
399,闵行,206,72.1万,7106元,外环外,凤庆小区(闵行老闵行)地图,sh4535430举报假一赔百细则,2室1厅1卫,暂无数据,53.08平,暂无数据,中区/5层,中装,南,2012-04-19,满五,置换,住宅 - 公寓,35923元/平,1987~2001年,住宅 - 公寓,151栋,2196户,上海闵碧物业管理有限公司、自主物业,上海闵碧物业管理有限公司,42套在售二手房21套在租房源,
400,杨浦,602,210.7万,20767元,内中环,双阳大楼(杨浦控江路)地图,sh4533784举报假一赔百细则,2室1厅1卫,有(二梯十三户),92.8平,暂无数据,低区/18层,简装,南,2005-04-01,满五,置换,住宅 - 公寓,61839元/平,1993年,住宅 - 公寓,2栋,322户,无,暂无信息,6套在售二手房0套在租房源,
401,浦东,760,266万,26218元,中外环,金桥新城(浦东金桥)地图,sh4531800举报假一赔百细则,3室2厅2卫,有(一梯二户),127.62平,暂无数据,低区/11层,中装,南北,2005-02-05,满五,折现,住宅 - 公寓,住宅 - 公寓,116栋,2225户,上海芸绮物业管理有限公司,上海金馨丽舍置业有限公司,18套在售二手房11套在租房源,,,
402,普陀,255,89.2万,8797元,内环内,德怡苑(普陀长寿路)地图,sh4524684举报假一赔百细则,1室1厅1卫,有(一梯五户),34.18平,暂无数据,高区/7层,暂无数据,暂无数据,2002-03-31,满五,其它,住宅 - 公寓,73940元/平,1985~1990年,住宅 - 公寓,19栋,1176户,上海燎原物业有限公司,上海燎原房地产开发有限公司,12套在售二手房6套在租房源,
403,普陀,330,115.5万,11384元,外环外,桃浦五村迎春苑(普陀桃浦)地图,sh4524127举报假一赔百细则,2室1厅1卫,暂无数据,75.44平,暂无数据,高区/6层,暂无数据,暂无数据,暂无数据,满五,其它,住宅 - 公寓,44224元/平,1997~1998年,住宅 - 公寓,81栋,1026户,上海桃浦物业有限公司,上海锦联房地产开发责任有限公司,16套在售二手房3套在租房源,
404,宝山,240,84万,8279元,中外环,长江路28弄(宝山淞南)地图,sh4523012举报假一赔百细则,2室1厅1卫,暂无数据,55.0平,暂无数据,中区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,44096元/平,1991~1994年,住宅 - 公寓,15栋,252户,上海宝房物业服务公司、上海宝房(集团)吴淞物业管理有限公司,暂无信息,5套在售二手房0套在租房源,
405,杨浦,280,98万,9659元,中外环,国定路555弄(杨浦五角场)地图,sh4521606举报假一赔百细则,1室0厅1卫,暂无数据,45.53平,暂无数据,中区/5层,暂无数据,暂无数据,2010-07-21,满五,其它,住宅 - 公寓,65137元/平,1988~1992年,住宅 - 公寓,22栋,336户,大柏树物业,无开发商,7套在售二手房0套在租房源,
406,长宁,325,113.7万,11212元,内中环,虹一小区(长宁虹桥)地图,sh4520229举报假一赔百细则,2室1厅1卫,暂无数据,50.25平,暂无数据,高区/6层,简装,南,1994-04-08,满五,置换,住宅 - 公寓,71085元/平,1978~1985年,住宅 - 公寓,39栋,855户,海联物业、上海新长宁集团新华物业有限公司,上海新长宁（集团）有限公司、长宁集团,22套在售二手房1套在租房源,
407,浦东,715,250.2万,24666元,中外环,永久城市花园(浦东外高桥)地图,sh4517678举报假一赔百细则,3室2厅2卫,有(一梯二户),139.74平,暂无数据,高区/14层,暂无数据,暂无数据,2011-05-04,满五,置换,住宅 - 公寓,53437元/平,2003年,住宅 - 公寓,31栋,795户,上海永久物业管理有限公司,上海永圣房地产有限公司,12套在售二手房10套在租房源,
408,浦东,375,131.2万,12936元,内中环,金杨一街坊(浦东金杨)地图,sh4516610举报假一赔百细则,2室1厅1卫,暂无数据,67.01平,暂无数据,高区/6层,中装,南,2000-08-17,满五,置换,住宅 - 公寓,56842元/平,1995~1996年,住宅 - 公寓,46栋,576户,上海陆家嘴物业管理有限公司,暂无信息,5套在售二手房4套在租房源,
409,闵行,255,89.2万,8797元,外环外,新华小区(闵行老闵行)地图,sh4508333举报假一赔百细则,3室1厅1卫,暂无数据,65.33平,暂无数据,低区/6层,暂无数据,暂无数据,暂无数据,满五,折现,住宅 - 公寓,40654元/平,1990~1994年,住宅 - 公寓,111栋,2336户,上海华凯物业管理有限公司,上海闵行房地产发展有限公司、闵行房地产,30套在售二手房17套在租房源,
410,闵行,700,245万,24148元,外环外,中祥哥德堡(闵行莘庄)地图,sh4505980举报假一赔百细则,2室2厅2卫,有(二梯四户),122.01平,暂无数据,高区/17层,毛坯,南北,2011-03-09,满五,折现,住宅 - 公寓,57153元/平,2004年,住宅 - 公寓,19栋,800户,上海祥茂物业管理有限公司,上海中祥（集团）有限公司,12套在售二手房5套在租房源,
411,黄浦,425,148.8万,14661元,内环内,梅兰坊(黄浦新天地)地图,sh4503564举报假一赔百细则,1室1厅1卫,暂无数据,44.88平,暂无数据,中区/3层,暂无数据,暂无数据,暂无数据,满五,其它,住宅 - 新里,94696元/平,1930~1983年,住宅 - 公寓、住宅 - 新里,37栋,67户,新昌瑞安物业管理(上海)有限公司、瑞安物业,新昌瑞安物业、瑞安房地产有限公司,1套在售二手房0套在租房源,
412,宝山,330,115.5万,11384元,中外环,淞滨路165弄(宝山淞宝)地图,sh4500939举报假一赔百细则,2室1厅1卫,暂无数据,74.98平,暂无数据,低区/16层,简装,南,暂无数据,满五,其它,住宅 - 公寓,43912元/平,1992年,住宅 - 公寓,2栋,189户,上海宝房海滨物业管理有限公司、海滨物业,宝钢集团有限公司,4套在售二手房1套在租房源,
413,浦东,325,113.7万,11212元,中外环,寿光路161弄(浦东金桥)地图,sh4499327举报假一赔百细则,2室1厅1卫,暂无数据,71.3平,暂无数据,高区/6层,简装,南,2011-02-03,满五,置换,住宅 - 公寓,52267元/平,1994~1998年,住宅 - 公寓,105栋,1144户,华新物业公司、建工物业,上海虹桥高尔夫俱乐部有限公司,15套在售二手房2套在租房源,
414,普陀,810,283.5万,27943元,内中环,中关村公寓(普陀真如)地图,sh4494225举报假一赔百细则,2室2厅2卫,有(二梯三户),127.97平,暂无数据,低区/11层,精装,南,2006-03-10,满五,其它,住宅 - 公寓,75919元/平,2003~2005年,住宅 - 公寓,13栋,732户,上海威斯特物业经营有限公司,上海四通国际科技商城物业公司,9套在售二手房3套在租房源,
415,虹口,330,115.5万,11384元,中外环,忠烈小区(虹口江湾镇)地图,sh4485163举报假一赔百细则,2室1厅1卫,暂无数据,57.58平,暂无数据,低区/6层,简装,西南,2007-01-04,满五,置换,住宅 - 公寓,55991元/平,1987年,住宅 - 公寓,30栋,622户,上海江湾物业管理有限公司、上海江城物业有限公司,绿城集团,9套在售二手房1套在租房源,
416,浦东,235,82.2万,8107元,内中环,德州二村(浦东世博)地图,sh4482527举报假一赔百细则,1室1厅1卫,暂无数据,38.12平,暂无数据,高区/5层,简装,南,2009-06-10,满五,置换,住宅 - 公寓,62164元/平,1984~1995年,住宅 - 公寓,99栋,2194户,上海上钢物业公司、上海德州物业,上海浦房集团,17套在售二手房7套在租房源,
417,浦东,210,73.5万,7244元,中外环,沪东新村(浦东金桥)地图,sh4481752举报假一赔百细则,1室0厅1卫,暂无数据,38.1平,暂无数据,低区/4层,简装,南,暂无数据,满五,变现,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,231栋,3923户,上海建工物业有限公司、建工物业,上海建工房产有限公司,43套在售二手房10套在租房源,,,
418,浦东,800,280万,27598元,中外环,岭南苑(浦东三林)地图,sh4481727举报假一赔百细则,4室1厅2卫,有(一梯二户),136.11平,暂无数据,中区/8层,毛坯,南北,2005-06-29,满五,折现,住宅 - 公寓,60035元/平,2002~2004年,住宅 - 公寓,63栋,788户,上海公益物业管理有限公司,上海岭南房地产开发有限公司,11套在售二手房1套在租房源,
419,浦东,860,301万,29668元,内中环,金芙苑(浦东金杨)地图,sh4477848举报假一赔百细则,4室3厅2卫,暂无数据,190.91平,暂无数据,高区/6层,中装,南,2007-04-29,满五,折现,住宅 - 公寓,52374元/平,1997年,住宅 - 公寓,10栋,124户,上海欣城物业有限公司、欣城物业,上海陆家嘴房产开发有限公司,3套在售二手房0套在租房源,
420,杨浦,680,238万,23458元,内中环,东上海中心(杨浦黄兴公园)地图,sh4475968举报假一赔百细则,2室1厅1卫,有(二梯五户),85.97平,暂无数据,高区/24层,中装,南,暂无数据,满五,其它,住宅 - 公寓,74840元/平,2008年,住宅 - 公寓、商业类、住宅 - 写字楼,4栋,253户,上海欣页物业管理有限公司,上海新耀房地产开发有限公司,6套在售二手房3套在租房源,
421,虹口,320,112万,11039元,内环内,黄山路240号(虹口鲁迅公园)地图,sh4473964举报假一赔百细则,2室0厅1卫,暂无数据,50.0平,暂无数据,高区/6层,暂无数据,南,暂无数据,满五,折现,住宅 - 公寓,64000元/平,1986年,住宅 - 公寓,1栋,24户,暂无信息,暂无信息,1套在售二手房0套在租房源,
422,徐汇,375,131.2万,12936元,内中环,锦泰苑（徐汇）(徐汇华东理工)地图,sh4469656举报假一赔百细则,2室1厅1卫,暂无数据,69.51平,暂无数据,低区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,56068元/平,1995年,住宅 - 公寓,13栋,150户,徐晃物业,暂无信息,8套在售二手房0套在租房源,
423,闸北,510,178.5万,17594元,内中环,广茂苑(闸北大宁)地图,sh4461418举报假一赔百细则,2室1厅1卫,暂无数据,75.52平,暂无数据,中区/6层,精装,南,暂无数据,满五,其它,住宅 - 公寓,63932元/平,1998年,住宅 - 公寓,32栋,335户,秋虹物业,秋虹房产开发有限公司,8套在售二手房1套在租房源,
424,杨浦,230,80.5万,7934元,中外环,开鲁二村(杨浦中原)地图,sh4459297举报假一赔百细则,1室1厅1卫,暂无数据,42.1平,暂无数据,高区/6层,精装,南,2003-09-19,满五,置换,住宅 - 公寓,54469元/平,1991~1996年,住宅 - 公寓,55栋,1380户,开鲁物业、华新物业公司,城建二司、市建,23套在售二手房0套在租房源,
425,长宁,220,77万,7589元,内中环,万航渡路2502号(长宁中山公园)地图,sh4456537举报假一赔百细则,1室0厅1卫,暂无数据,35.65平,暂无数据,低区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,61711元/平,1987年,住宅 - 公寓,1栋,30户,暂无信息,暂无信息,1套在售二手房0套在租房源,
426,徐汇,360,126万,12419元,内环内,东安一村(徐汇徐家汇)地图,sh4454252举报假一赔百细则,2室1厅1卫,暂无数据,51.99平,暂无数据,中区/5层,简装,南,暂无数据,满五,折现,住宅 - 公寓,71200元/平,1956~2015年,住宅 - 公寓、商业类、住宅 - 新里,169栋,3290户,上海高建物业有限公司,上海徐房集团有限公司,33套在售二手房12套在租房源,
427,杨浦,390,136.5万,13454元,内中环,长白三村(杨浦黄兴公园)地图,sh4451356举报假一赔百细则,3室0厅1卫,暂无数据,62.9平,暂无数据,低区/6层,豪装,南北,暂无数据,满五,折现,住宅 - 公寓,61944元/平,1958~2010年,住宅 - 公寓,123栋,2941户,卫百辛集团物业、卫百辛物业,上海卫百辛房地产经纪有限公司、卫百辛集团,39套在售二手房6套在租房源,
428,杨浦,260,91万,8969元,中外环,黑山小区(杨浦中原)地图,sh4444018举报假一赔百细则,1室1厅1卫,暂无数据,43.94平,暂无数据,高区/6层,中装,南,暂无数据,满五,折现,住宅 - 公寓,65990元/平,1983~1997年,住宅 - 公寓,12栋,231户,上海殷行物业管理有限公司,上海殷行建设集团有限公司,5套在售二手房2套在租房源,
429,杨浦,240,84万,8279元,中外环,开鲁一村(杨浦中原)地图,sh4432305举报假一赔百细则,1室1厅1卫,暂无数据,41.2平,暂无数据,高区/6层,简装,南,2000-09-13,满五,置换,住宅 - 公寓,55885元/平,1991~1994年,住宅 - 公寓,56栋,1392户,上海君晟物业有限公司、华新物业公司、君晟物业,上海市建二司、市建,20套在售二手房7套在租房源,
430,浦东,192,67.2万,6623元,内中环,沂南路54弄(浦东南码头)地图,sh4429511举报假一赔百细则,1室0厅1卫,暂无数据,30.7平,暂无数据,高区/6层,简装,南,2010-04-07,满五,折现,住宅 - 公寓,59505元/平,1977~1983年,住宅 - 公寓,28栋,578户,振南物业,振南集团,2套在售二手房1套在租房源,
431,浦东,248,86.8万,8555元,中外环,浦三小区(浦东金桥)地图,sh4424944举报假一赔百细则,1室0厅1卫,暂无数据,40.24平,暂无数据,高区/6层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,53612元/平,1996~1997年,住宅 - 公寓、住宅 - 写字楼,67栋,1057户,上海建工物业有限公司、华新物业公司、建工物业,上海虹桥高尔夫俱乐部有限公司、上海建工房产有限公司,18套在售二手房4套在租房源,
432,闵行,462,161.7万,15938元,中外环,海上新村(闵行古美)地图,sh4415134举报假一赔百细则,2室1厅1卫,暂无数据,76.14平,暂无数据,高区/6层,简装,南,2001-06-07,满五,折现,住宅 - 公寓,54416元/平,1996~1998年,住宅 - 公寓,69栋,1140户,上海海盾物业有限公司、上海金达物业有限公司,上海金达房产开发有限公司,16套在售二手房6套在租房源,
433,杨浦,306,107.1万,10556元,内中环,北茶园(杨浦五角场)地图,sh4405933举报假一赔百细则,1室1厅1卫,暂无数据,41.18平,暂无数据,中区/6层,中装,南,暂无数据,满五,其它,住宅 - 公寓,69927元/平,1997~1998年,住宅 - 公寓,73栋,1434户,上海凯晨物业管理有限公司,上海五角场房地产责任有限公司、上海五角房产有限公司,30套在售二手房8套在租房源,
