,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
262,松江,360,126万,12419元,外环外,金港花园（公寓）(松江泗泾)地图,sh4525987举报假一赔百细则,2室2厅1卫,暂无数据,90.66平,暂无数据,中区/5层,精装,南北,暂无数据,满五,其它,住宅 - 公寓,36769元/平,2005~2010年,住宅 - 公寓,131栋,2080户,盛业物业管理有限公司,上海金厦房地产开发有限公司,43套在售二手房25套在租房源
263,浦东,560,196万,19318元,内中环,恒大华城新华苑(浦东三林)地图,sh4525914举报假一赔百细则,3室1厅1卫,暂无数据,91.19平,暂无数据,中区/6层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,61851元/平,1997~2002年,住宅 - 公寓,72栋,860户,恒大置业,恒大集团,10套在售二手房1套在租房源
264,宝山,230,80.5万,7934元,外环外,西朱新村(宝山淞宝)地图,sh4525094举报假一赔百细则,2室0厅1卫,暂无数据,62.33平,暂无数据,高区/12层,简装,西北,1999-11-12,满五,置换,住宅 - 公寓,住宅 - 公寓,30栋,776户,海滨物业,上海宝宸(集团)有限公司,12套在售二手房0套在租房源,,
265,浦东,360,126万,12419元,中外环,意凯家苑(浦东三林)地图,sh4524667举报假一赔百细则,2室1厅1卫,暂无数据,67.65平,暂无数据,中区/6层,毛坯,南北,2005-01-18,满五,折现,住宅 - 公寓,58172元/平,1994~2005年,住宅 - 公寓,11栋,172户,上海中凯物业有限公司,上海意凯置业发展有限公司,4套在售二手房0套在租房源
266,嘉定,530,185.5万,18284元,外环外,盘古天地(嘉定嘉定新城)地图,sh4524247举报假一赔百细则,3室2厅2卫,有(二梯四户),146.6平,暂无数据,中区/27层,毛坯,南北,2011-06-01,满五,置换,住宅 - 公寓,住宅 - 公寓,14栋,1293户,港联物业服务（上海）有限公司、港联物业,上海盘谷房地产有限公司,25套在售二手房10套在租房源,,
267,虹口,248,86.8万,8555元,内环内,通海小区(虹口临平路)地图,sh4524106举报假一赔百细则,1室1厅1卫,暂无数据,32.92平,暂无数据,中区/5层,简装,南,暂无数据,满五,折现,住宅 - 公寓,76096元/平,1979年,住宅 - 公寓,16栋,318户,上海虹房物业集团,上海虹房(集团)有限公司、虹房置业,3套在售二手房0套在租房源
268,长宁,245,85.8万,8452元,内环内,安顺路231弄(长宁新华路)地图,sh4523854举报假一赔百细则,1室1厅1卫,暂无数据,34.85平,暂无数据,低区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓、住宅 - 写字楼,29栋,633户,上海市长宁区物业管理、新长宁物业、长宁物业,上海市长宁区物业管理、长宁集团,16套在售二手房3套在租房源,,
269,普陀,350,122.5万,12074元,中外环,金江家园(普陀长征)地图,sh4521106举报假一赔百细则,1室1厅1卫,有(一梯二户),55.14平,暂无数据,低区/7层,中装,南,暂无数据,满五,置换,住宅 - 公寓,61133元/平,2002~2003年,住宅 - 公寓,69栋,973户,上海春升物业管理有限公司,上海市普陀区房地产开发经营有限公司,8套在售二手房1套在租房源
270,浦东,235,82.2万,8107元,中外环,中大苑(浦东金桥)地图,sh4520355举报假一赔百细则,1室1厅1卫,暂无数据,40.64平,暂无数据,中区/6层,简装,南,2002-12-24,满五,折现,住宅 - 公寓,52865元/平,1996~1999年,住宅 - 公寓,32栋,539户,自主物业、上海中大房地产经纪有限公司,上海中大房地产经纪有限公司,7套在售二手房0套在租房源
271,闵行,290,101.5万,10004元,外环外,颛溪八村(闵行颛桥)地图,sh4520276举报假一赔百细则,2室1厅1卫,暂无数据,67.84平,暂无数据,中区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,38662元/平,1994~1998年,住宅 - 公寓、住宅 - 写字楼,82栋,940户,上实物业管理有限公司,颛元置业有限公司,17套在售二手房4套在租房源
272,普陀,330,115.5万,11384元,内中环,岚皋大楼(普陀光新)地图,sh4519113举报假一赔百细则,1室1厅1卫,有(二梯八户),48.85平,暂无数据,中区/24层,中装,南,2003-08-06,满五,折现,住宅 - 公寓,住宅 - 公寓,3栋,561户,上海中山物业有限公司、上海城建物业管理有限公司、上海城建开发物业有限公司,上海勇谢房地产开发有限公司,9套在售二手房0套在租房源,,
273,松江,293,102.5万,10108元,外环外,民乐四村(松江松江老城)地图,sh4518611举报假一赔百细则,2室2厅1卫,暂无数据,82.34平,暂无数据,中区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,35936元/平,1979~2000年,住宅 - 公寓,69栋,564户,上海松茂物业管理有限公司,上海银嵘房地产开发有限公司,9套在售二手房2套在租房源
274,浦东,410,143.5万,14144元,外环外,新洲豪园(浦东川沙)地图,sh4518197举报假一赔百细则,3室1厅1卫,有(二梯六户),101.29平,暂无数据,中区/15层,中装,南,2008-02-02,满五,其它,住宅 - 公寓,40724元/平,1998~2004年,住宅 - 公寓,5栋,119户,张江物业,新洲豪园,2套在售二手房0套在租房源
275,浦东,1020,357万,35187元,内环内,香榭丽花园(浦东源深)地图,sh4518013举报假一赔百细则,2室2厅2卫,有(二梯三户),118.02平,暂无数据,低区/32层,精装,南北,2007-09-24,满五,折现,住宅 - 公寓,76488元/平,2001年,住宅 - 公寓,17栋,712户,浦房物业服务中心有限公司,上海龙仓置业有限公司,12套在售二手房9套在租房源
276,浦东,370,129.5万,12764元,内中环,由由六村(浦东北蔡)地图,sh4517673举报假一赔百细则,2室1厅1卫,暂无数据,67.34平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,58158元/平,1995~2002年,住宅 - 公寓,98栋,1259户,上海建工物业有限公司、上海由由物业管理有限公司,上海由由房地产开发有限公司、上海由由集团股份有限公司、上海建工房产有限公司,11套在售二手房7套在租房源
277,浦东,235,82.2万,8107元,外环外,城南路374弄(浦东川沙)地图,sh4517394举报假一赔百细则,2室1厅1卫,暂无数据,59.44平,暂无数据,低区/6层,简装,南,暂无数据,满五,其它,住宅 - 公寓,43527元/平,1981~1994年,住宅 - 公寓,7栋,155户,上海浦东新区新川物业公司,上海宝通房产经营开发公司,3套在售二手房1套在租房源
278,闵行,730,255.5万,25183元,中外环,锦绣江南（一期）(闵行金汇)地图,sh4516757举报假一赔百细则,3室2厅1卫,有(一梯二户),105.96平,暂无数据,低区/7层,精装,南北,2003-10-23,满五,折现,住宅 - 公寓,68844元/平,2002年,住宅 - 公寓,60栋,840户,上海东湖物业管理有限公司、东湖物业,上海明泉企业（集团）有限公司、上海明泉集团,15套在售二手房13套在租房源
279,浦东,350,122.5万,12074元,内环内,东昌新村(浦东陆家嘴)地图,sh4516406举报假一赔百细则,1室1厅1卫,暂无数据,34.47平,暂无数据,高区/6层,精装,南北,2000-08-06,满五,折现,住宅 - 公寓,97323元/平,1980~1994年,住宅 - 公寓、住宅 - 写字楼,59栋,1338户,上海东园物业管理有限公司、上海浦发物业有限公司,上海陆家嘴房产开发有限公司、上海陆家嘴物业管理有限公司,6套在售二手房11套在租房源
280,宝山,395,138.2万,13626元,外环外,荣域飘鹰锦和花园（公寓）(宝山杨行)地图,sh4515892举报假一赔百细则,2室2厅1卫,有(二梯三户),90.5平,暂无数据,低区/18层,毛坯,南,2011-02-10,满五,折现,住宅 - 公寓,44831元/平,2011年,住宅 - 公寓,35栋,1191户,上海飘鹰物业管理有限公司,"上海飘鹰展翅置业有限公司,",23套在售二手房4套在租房源
281,松江,311,108.8万,10729元,外环外,奥林匹克花园(松江九亭)地图,sh4515511举报假一赔百细则,1室2厅1卫,有(一梯四户),66.15平,暂无数据,中区/10层,精装,南,2010-01-24,满五,置换,住宅 - 公寓,46060元/平,1999~2010年,住宅 - 公寓,337栋,5309户,上海奥林匹克物业管理有限公司,上海奥林匹克置业投资有限公司,124套在售二手房30套在租房源
282,杨浦,595,208.2万,20526元,内中环,惠信苑(杨浦黄兴公园)地图,sh4515503举报假一赔百细则,2室2厅1卫,暂无数据,95.37平,暂无数据,低区/10层,中装,南,暂无数据,满五,置换,住宅 - 公寓,65812元/平,2002~2003年,住宅 - 公寓,8栋,160户,上海益海物业管理有限公司,上海惠信房地产开发有限公司,3套在售二手房1套在租房源
283,徐汇,970,339.5万,33462元,内中环,万科华尔兹(徐汇田林)地图,sh4515000举报假一赔百细则,2室1厅1卫,有(一梯二户),97.67平,暂无数据,高区/11层,精装,南,2000-02-03,满五,置换,住宅 - 公寓,96074元/平,2001年,住宅 - 公寓,47栋,780户,上海万科物业管理有限公司、万科物业,上海万科房地产有限公司,8套在售二手房6套在租房源
284,长宁,515,180.2万,17766元,中外环,仙霞大郡(长宁北新泾)地图,sh4514395举报假一赔百细则,2室1厅1卫,暂无数据,75.51平,暂无数据,高区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,59218元/平,1999~2001年,住宅 - 公寓,116栋,1390户,上海新长宁集团大楼物业有限公司、长宁物业,上海大将军置业有限公司,20套在售二手房3套在租房源
285,虹口,285,99.8万,9832元,内中环,水电路201号(虹口鲁迅公园)地图,sh4514185举报假一赔百细则,1室1厅1卫,暂无数据,39.36平,暂无数据,低区/6层,精装,南,2008-08-08,满五,置换,住宅 - 公寓,72408元/平,1989年,住宅 - 公寓,1栋,24户,暂无信息,暂无信息,1套在售二手房0套在租房源
286,嘉定,368,128.8万,12695元,外环外,盘古天地(嘉定嘉定新城)地图,sh4514005举报假一赔百细则,3室2厅1卫,有(二梯四户),89.84平,暂无数据,高区/27层,毛坯,南北,2012-07-01,满五,折现,住宅 - 公寓,住宅 - 公寓,14栋,1293户,港联物业服务（上海）有限公司、港联物业,上海盘谷房地产有限公司,25套在售二手房10套在租房源,,
287,浦东,830,290.5万,28633元,内中环,昌里花园(浦东世博)地图,sh4513362举报假一赔百细则,3室2厅2卫,有(二梯八户),119.44平,暂无数据,高区/18层,精装,南,2001-03-28,满五,折现,住宅 - 公寓,70022元/平,1998~2003年,住宅 - 公寓,26栋,1845户,上海中凯物业有限公司,上海市城市建设综合开发有限公司、市建,20套在售二手房8套在租房源
288,长宁,890,311.5万,30703元,内中环,雍景园(长宁天山)地图,sh4513311举报假一赔百细则,2室2厅1卫,有(一梯二户),107.17平,暂无数据,高区/16层,精装,南,2004-06-23,满五,置换,住宅 - 公寓,80024元/平,2001年,住宅 - 公寓,14栋,343户,上海虹锦物业管理有限公司、深圳市鑫森磊物业管理有限公司,上海嘉平房地产有限公司,9套在售二手房5套在租房源
289,普陀,650,227.5万,22423元,内环内,澳门公寓(普陀长寿路)地图,sh4513161举报假一赔百细则,2室2厅1卫,有(二梯六户),106.2平,暂无数据,低区/20层,精装,南,2009-09-09,满五,置换,住宅 - 公寓,64691元/平,1998年,住宅 - 公寓,2栋,217户,上海沃和物业管理有限公司,上海天健房地产开发有限公司,5套在售二手房0套在租房源
290,嘉定,620,217万,21388元,外环外,绿地清猗园(嘉定南翔)地图,sh4513039举报假一赔百细则,3室2厅2卫,有(二梯三户),128.39平,暂无数据,高区/22层,毛坯,南北,1970-01-01,满五,置换,住宅 - 公寓,2013~2015年,住宅 - 公寓、商业类,36栋,1962户,长城物业,绿城集团,11套在售二手房4套在租房源,
291,虹口,820,287万,28288元,内环内,东泰大厦(虹口北外滩)地图,sh4512322举报假一赔百细则,3室2厅2卫,有(三梯六户),143.69平,暂无数据,中区/32层,简装,西南,2003-11-05,满五,折现,住宅 - 公寓,59004元/平,1999年,住宅 - 公寓、住宅 - 写字楼,1栋,109户,暂无信息,上海东方房产投资发展有限公司、上海东方房地产投资发展有限公司,8套在售二手房1套在租房源
292,浦东,295,103.2万,10177元,内中环,金杨新村三街坊(浦东金杨)地图,sh4511903举报假一赔百细则,2室1厅1卫,有(一梯二户),58.83平,暂无数据,高区/7层,简装,南,暂无数据,满五,折现,住宅 - 公寓,60628元/平,1995年,住宅 - 公寓,161栋,2340户,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司,34套在售二手房7套在租房源
293,浦东,320,112万,11039元,内环内,牡丹小区（浦东）(浦东花木)地图,sh4511381举报假一赔百细则,1室1厅1卫,暂无数据,37.7平,暂无数据,中区/6层,精装,南,2010-02-01,满五,其它,住宅 - 公寓,住宅 - 公寓,95栋,1271户,方圆置业物业管理公司、上海方圆物业管理有限公司,上海花木开发有限公司、花木房产,34套在售二手房11套在租房源,,
294,黄浦,1880,658万,64855元,内中环,耀江花园(黄浦世博滨江)地图,sh4511378举报假一赔百细则,3室2厅2卫,有(二梯四户),129.99平,暂无数据,高区/34层,精装,南北,2007-09-24,满五,折现,住宅 - 公寓,125259元/平,2002~2006年,住宅 - 公寓、商业类,10栋,926户,盛孚物业,上海耀海房地产开发有限公司,14套在售二手房17套在租房源
295,徐汇,320,112万,11039元,内环内,乐山六七村(徐汇徐家汇)地图,sh4510380举报假一赔百细则,1室0厅1卫,有(一梯五户),34.15平,暂无数据,高区/7层,中装,南,2009-06-30,满五,折现,住宅 - 公寓,83278元/平,1988年,住宅 - 公寓,35栋,1155户,上海丽华物业、上海新世纪房产服务有限公司、丽华物业,上海徐房集团有限公司,19套在售二手房15套在租房源
296,徐汇,288,100.8万,9935元,内中环,龙吴路13弄(徐汇万体馆)地图,sh4510358举报假一赔百细则,1室1厅1卫,暂无数据,39.59平,暂无数据,高区/6层,精装,南,2000-12-12,满五,折现,住宅 - 公寓,68387元/平,1988~1991年,住宅 - 公寓,11栋,271户,上海恒安物业公司,无开发商,7套在售二手房3套在租房源
297,徐汇,820,287万,28288元,内中环,田林体育公寓(徐汇田林)地图,sh4510286举报假一赔百细则,3室1厅2卫,有(二梯七户),112.62平,暂无数据,中区/20层,简装,南,暂无数据,满五,折现,住宅 - 公寓,68942元/平,1997年,住宅 - 公寓,2栋,238户,上海田林物业有限公司、田林新村物业管理公司,上海体育场地建设开发有限公司,10套在售二手房1套在租房源
298,杨浦,208,72.8万,7175元,内中环,控江二村(杨浦控江路)地图,sh4510160举报假一赔百细则,1室0厅1卫,暂无数据,33.52平,暂无数据,中区/5层,中装,南,暂无数据,满五,其它,住宅 - 公寓,69398元/平,1973~2000年,住宅 - 公寓,40栋,754户,上海四平物业管理有限公司、林厦物业,老上海黄兴房产开发公司、老上海黄兴房产公司,15套在售二手房3套在租房源
299,虹口,870,304.5万,30013元,内环内,虹宸易居(虹口北外滩)地图,sh4508798举报假一赔百细则,2室2厅1卫,有(一梯三户),104.64平,暂无数据,低区/16层,精装,南北,2012-02-02,满五,折现,住宅 - 公寓,83142元/平,2003年,住宅 - 公寓,3栋,121户,上海宸业物业管理公司,上海宝宸(集团)有限公司,1套在售二手房1套在租房源
300,闵行,280,98万,9659元,外环外,浦江世博家园九街坊(闵行浦江)地图,sh4508611举报假一赔百细则,1室1厅1卫,有(一梯二户),58.33平,暂无数据,高区/11层,精装,南,2012-06-07,满五,折现,住宅 - 公寓,46906元/平,2006年,住宅 - 公寓,35栋,531户,上海闵行陈行物业管理有限公司,上海世博土地控股有限公司,8套在售二手房0套在租房源
